benchmark_code,as_of_date,symbol,market,name_kr,sector,industry,benchmark_weight,member_order,market_cap,source,notes
KOSPI200,2026-05-22,282330,KOSPI,BGF리테일,필수소비재,종합 소매업,0.00037847957841333343,1,2253821342400.0,manual_csv,csv_name=BGF리테일
KOSPI200,2026-05-22,138930,KOSPI,BNK금융지주,금융,기타 금융업,0.0009104067695659415,2,5421413266510.0,manual_csv,csv_name=BNK금융지주
KOSPI200,2026-05-22,001040,KOSPI,CJ,금융,기타 금융업,0.0008569458487220895,3,5103056950200.0,manual_csv,csv_name=CJ
KOSPI200,2026-05-22,000120,KOSPI,CJ대한통운,산업재,도로 화물 운송업,0.0003432423650833462,4,2043986022400.0,manual_csv,csv_name=CJ대한통운
KOSPI200,2026-05-22,097950,KOSPI,CJ제일제당,헬스케어,기타 식품 제조업,0.0005435239699976673,5,3236649990000.0,manual_csv,csv_name=CJ제일제당
KOSPI200,2026-05-22,005830,KOSPI,DB손해보험,금융,보험업,0.0016993978401934396,6,10119803920500.0,manual_csv,csv_name=DB손해보험
KOSPI200,2026-05-22,000210,KOSPI,DL,소재,기초 화학물질 제조업,0.00021184852336867413,7,1261544216800.0,manual_csv,csv_name=DL
KOSPI200,2026-05-22,375500,KOSPI,DL이앤씨,산업재,토목 건설업,0.000534114265600483,8,3180615810600.0,manual_csv,csv_name=DL이앤씨
KOSPI200,2026-05-22,007340,KOSPI,DN오토모티브,임의소비재,일차전지 및 이차전지 제조업,0.0004529605800446676,9,2697350876500.0,manual_csv,csv_name=DN오토모티브
KOSPI200,2026-05-22,383220,KOSPI,F&F,임의소비재,봉제의복 제조업,0.0005017606033063446,10,2987951850000.0,manual_csv,csv_name=F&F
KOSPI200,2026-05-22,114090,KOSPI,GKL,임의소비재,유원지 및 기타 오락관련 서비스업,0.0001218429742183416,11,725567009100.0,manual_csv,csv_name=GKL
KOSPI200,2026-05-22,078930,KOSPI,GS,금융,기타 금융업,0.0011998774792037034,12,7145192568200.0,manual_csv,csv_name=GS
KOSPI200,2026-05-22,006360,KOSPI,GS건설,산업재,건물 건설업,0.0004620444786432309,13,2751444903500.0,manual_csv,csv_name=GS건설
KOSPI200,2026-05-22,007070,KOSPI,GS리테일,필수소비재,종합 소매업,0.00038399457682412636,14,2286662800250.0,manual_csv,csv_name=GS리테일
KOSPI200,2026-05-22,009540,KOSPI,HD한국조선해양,금융,기타 금융업,0.005003493929072048,15,29795481836000.0,manual_csv,csv_name=HD한국조선해양
KOSPI200,2026-05-22,267250,KOSPI,HD현대,금융,기타 금융업,0.0037407712149810854,16,22276049970000.0,manual_csv,csv_name=HD현대
KOSPI200,2026-05-22,443060,KOSPI,HD현대마린솔루션,산업재,"건축기술, 엔지니어링 및 관련 기술 서비스업",0.0018483181035052888,17,11006614430000.0,manual_csv,csv_name=HD현대마린솔루션
KOSPI200,2026-05-22,071970,KOSPI,HD현대마린엔진,산업재,일반 목적용 기계 제조업,0.0004608360762295685,18,2744248945500.0,manual_csv,csv_name=HD현대마린엔진
KOSPI200,2026-05-22,267260,KOSPI,HD현대일렉트릭,산업재,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",0.007100545738895204,19,42283289355000.0,manual_csv,csv_name=HD현대일렉트릭
KOSPI200,2026-05-22,329180,KOSPI,HD현대중공업,산업재,선박 및 보트 건조업,0.011985627263118592,20,71373633000000.0,manual_csv,csv_name=HD현대중공업
KOSPI200,2026-05-22,204320,KOSPI,HL만도,임의소비재,자동차 신품 부품 제조업,0.0004967809873595824,21,2958298560000.0,manual_csv,csv_name=HL만도
KOSPI200,2026-05-22,011200,KOSPI,HMM,임의소비재,해상 운송업,0.0032471182171885946,22,19336378385000.0,manual_csv,csv_name=HMM
KOSPI200,2026-05-22,298050,KOSPI,HS효성첨단소재,임의소비재,화학섬유 제조업,0.00017115017133287786,23,1019188170000.0,manual_csv,csv_name=HS효성첨단소재
KOSPI200,2026-05-22,175330,KOSPI,JB금융지주,금융,기타 금융업,0.000795067876292218,24,4734577637600.0,manual_csv,csv_name=JB금융지주
KOSPI200,2026-05-22,105560,KOSPI,KB금융,금융,기타 금융업,0.010017921499978395,25,59656072800000.0,manual_csv,csv_name=KB금융
KOSPI200,2026-05-22,002380,KOSPI,케이씨씨,산업재,기타 화학제품 제조업,0.0007748841996082898,26,4614385152000.0,manual_csv,csv_name=KCC
KOSPI200,2026-05-22,030200,KOSPI,케이티,커뮤니케이션 서비스,전기 통신업,0.0023615387380901036,27,14062810023000.0,manual_csv,csv_name=KT
KOSPI200,2026-05-22,033780,KOSPI,케이티앤지,필수소비재,담배 제조업,0.0032773431211846832,28,19516365728000.0,manual_csv,csv_name=KT&G
KOSPI200,2026-05-22,003550,KOSPI,LG,금융,기타 금융업,0.003068926425503341,29,18275257822500.0,manual_csv,csv_name=LG
KOSPI200,2026-05-22,034220,KOSPI,LG디스플레이,정보기술(IT),전자부품 제조업,0.0012720541564435052,30,7575000000000.0,manual_csv,csv_name=LG디스플레이
KOSPI200,2026-05-22,051900,KOSPI,LG생활건강,필수소비재,기타 화학제품 제조업,0.0006740554143097346,31,4013956275000.0,manual_csv,csv_name=LG생활건강
KOSPI200,2026-05-22,064400,KOSPI,LG씨엔에스,정보기술(IT),"컴퓨터 프로그래밍, 시스템 통합 및 관리업",0.0013536521691727428,32,8060910873600.0,manual_csv,csv_name=LG씨엔에스
KOSPI200,2026-05-22,373220,KOSPI,LG에너지솔루션,임의소비재,일차전지 및 이차전지 제조업,0.015659112611775633,33,93249000000000.0,manual_csv,csv_name=LG에너지솔루션
KOSPI200,2026-05-22,032640,KOSPI,LG유플러스,커뮤니케이션 서비스,전기 통신업,0.00113755980747617,34,6774094874800.0,manual_csv,csv_name=LG유플러스
KOSPI200,2026-05-22,011070,KOSPI,LG이노텍,정보기술(IT),전자부품 제조업,0.00343385443451043,35,20448380448000.0,manual_csv,csv_name=LG이노텍
KOSPI200,2026-05-22,066570,KOSPI,LG전자,정보기술(IT),통신 및 방송 장비 제조업,0.006482633022695827,36,38603659206000.0,manual_csv,csv_name=LG전자
KOSPI200,2026-05-22,051910,KOSPI,LG화학,임의소비재,기초 화학물질 제조업,0.004160903821453292,37,24777912393000.0,manual_csv,csv_name=LG화학
KOSPI200,2026-05-22,079550,KOSPI,LIG디펜스앤에어로스페이스,산업재,무기 및 총포탄 제조업,0.0034173336083993837,38,20350000000000.0,manual_csv,csv_name=LIG디펜스앤에어로스페이스
KOSPI200,2026-05-22,006260,KOSPI,LS,금융,기타 금융업,0.002850207364552386,39,16972800000000.0,manual_csv,csv_name=LS
KOSPI200,2026-05-22,010120,KOSPI,엘에스일렉트릭,산업재,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",0.007078162731893564,40,42150000000000.0,manual_csv,csv_name=LS ELECTRIC
KOSPI200,2026-05-22,035420,KOSPI,NAVER,정보기술(IT),"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",0.005347728524877999,41,31845376528000.0,manual_csv,csv_name=NAVER
KOSPI200,2026-05-22,036570,KOSPI,NC,정보기술(IT),소프트웨어 개발 및 공급업,0.0009985247411121384,42,5946150072000.0,manual_csv,csv_name=NC
KOSPI200,2026-05-22,005940,KOSPI,NH투자증권,금융,금융 지원 서비스업,0.0019657497924922716,43,11705912521650.0,manual_csv,csv_name=NH투자증권
KOSPI200,2026-05-22,010060,KOSPI,OCI홀딩스,금융,기타 금융업,0.0009860372653942109,44,5871787964000.0,manual_csv,csv_name=OCI홀딩스
KOSPI200,2026-05-22,005490,KOSPI,POSCO홀딩스,소재,1차 철강 제조업,0.00595482276145451,45,35460583332500.0,manual_csv,csv_name=POSCO홀딩스
KOSPI200,2026-05-22,010950,KOSPI,S-Oil,유틸리티,석유 정제품 제조업,0.002060731818789438,46,12271524328000.0,manual_csv,csv_name=S-Oil
KOSPI200,2026-05-22,034730,KOSPI,SK,금융,기타 금융업,0.00781649744426588,47,46546735326000.0,manual_csv,csv_name=SK
KOSPI200,2026-05-22,011790,KOSPI,SKC,소재,기타 화학제품 제조업,0.0009036345512727782,48,5381085145800.0,manual_csv,csv_name=SKC
KOSPI200,2026-05-22,302440,KOSPI,SK바이오사이언스,헬스케어,기초 의약물질 제조업,0.0005500582305421778,49,3275561087750.0,manual_csv,csv_name=SK바이오사이언스
KOSPI200,2026-05-22,326030,KOSPI,에스케이바이오팜,헬스케어,자연과학 및 공학 연구개발업,0.0012861661237415598,50,7659035850000.0,manual_csv,csv_name=SK바이오팜
KOSPI200,2026-05-22,402340,KOSPI,SK스퀘어,금융,기타 금융업,0.02625900763905196,51,156370687410000.0,manual_csv,csv_name=SK스퀘어
KOSPI200,2026-05-22,361610,KOSPI,SK아이이테크놀로지,Unknown,일차전지 및 이차전지 제조업,0.00028498754129941355,52,1697082325000.0,manual_csv,csv_name=SK아이이테크놀로지
KOSPI200,2026-05-22,096770,KOSPI,SK이노베이션,헬스케어,석유 정제품 제조업,0.0035116805428510164,53,20911829875600.0,manual_csv,csv_name=SK이노베이션
KOSPI200,2026-05-22,285130,KOSPI,SK케미칼,헬스케어,합성고무 및 플라스틱 물질 제조업,0.00013449900738918787,54,800932865800.0,manual_csv,csv_name=SK케미칼
KOSPI200,2026-05-22,017670,KOSPI,SK텔레콤,커뮤니케이션 서비스,전기 통신업,0.003707919048349164,55,22080417448400.0,manual_csv,csv_name=SK텔레콤
KOSPI200,2026-05-22,000660,KOSPI,SK하이닉스,정보기술(IT),반도체 제조업,0.23230400621440472,56,1383355290465000.0,manual_csv,csv_name=SK하이닉스
KOSPI200,2026-05-22,069260,KOSPI,티케이지휴켐스,소재,기타 화학제품 제조업,0.0001215044312364972,57,723551007600.0,manual_csv,csv_name=TKG휴켐스
KOSPI200,2026-05-22,139130,KOSPI,iM금융지주,금융,기타 금융업,0.0005103358873579365,58,3039017110360.0,manual_csv,csv_name=iM금융지주
KOSPI200,2026-05-22,035250,KOSPI,강원랜드,임의소비재,유원지 및 기타 오락관련 서비스업,0.0005626103642690935,59,3350308230000.0,manual_csv,csv_name=강원랜드
KOSPI200,2026-05-22,010130,KOSPI,고려아연,소재,1차 비철금속 제조업,0.005012371243892541,60,29848345670000.0,manual_csv,csv_name=고려아연
KOSPI200,2026-05-22,011780,KOSPI,금호석유화학,소재,기초 화학물질 제조업,0.0005986283421898534,61,3564792952500.0,manual_csv,csv_name=금호석유화학
KOSPI200,2026-05-22,073240,KOSPI,금호타이어,소재,고무제품 제조업,0.00023998916755723214,62,1429119927825.0,manual_csv,csv_name=금호타이어
KOSPI200,2026-05-22,000270,KOSPI,기아,임의소비재,자동차용 엔진 및 자동차 제조업,0.010804494175905668,63,64340062070400.0,manual_csv,csv_name=기아
KOSPI200,2026-05-22,024110,KOSPI,기업은행,금융,은행 및 저축기관,0.0028121117773541263,64,16745943249000.0,manual_csv,csv_name=기업은행
KOSPI200,2026-05-22,251270,KOSPI,넷마블,정보기술(IT),소프트웨어 개발 및 공급업,0.0005971451067073667,65,3555960381400.0,manual_csv,csv_name=넷마블
KOSPI200,2026-05-22,006280,KOSPI,녹십자,헬스케어,의약품 제조업,0.00027278698138476047,66,1624428782000.0,manual_csv,csv_name=녹십자
KOSPI200,2026-05-22,005250,KOSPI,녹십자홀딩스,Unknown,회사 본부 및 경영 컨설팅 서비스업,0.00011822333691207292,67,704012303700.0,manual_csv,csv_name=녹십자홀딩스
KOSPI200,2026-05-22,004370,KOSPI,농심,필수소비재,기타 식품 제조업,0.00040857821984199795,68,2433056800000.0,manual_csv,csv_name=농심
KOSPI200,2026-05-22,001680,KOSPI,대상,필수소비재,기타 식품 제조업,0.00011636743026748114,69,692960500000.0,manual_csv,csv_name=대상
KOSPI200,2026-05-22,047040,KOSPI,대우건설,산업재,건물 건설업,0.0019700320462259654,70,11731413064900.0,manual_csv,csv_name=대우건설
KOSPI200,2026-05-22,003090,KOSPI,대웅,헬스케어,의약품 제조업,0.00020210782436740616,71,1203538986000.0,manual_csv,csv_name=대웅
KOSPI200,2026-05-22,069620,KOSPI,대웅제약,헬스케어,의약품 제조업,0.00026500565952527767,72,1578091515000.0,manual_csv,csv_name=대웅제약
KOSPI200,2026-05-22,006650,KOSPI,대한유화,소재,기초 화학물질 제조업,0.0001467018496460787,73,873600000000.0,manual_csv,csv_name=대한유화
KOSPI200,2026-05-22,001440,KOSPI,대한전선,산업재,절연선 및 케이블 제조업,0.0018036122985204764,74,10740394260800.0,manual_csv,csv_name=대한전선
KOSPI200,2026-05-22,003490,KOSPI,대한항공,산업재,항공 여객 운송업,0.0016571656076567376,75,9868313714800.0,manual_csv,csv_name=대한항공
KOSPI200,2026-05-22,192080,KOSPI,더블유게임즈,정보기술(IT),소프트웨어 개발 및 공급업,0.00024640425078780755,76,1467321332400.0,manual_csv,csv_name=더블유게임즈
KOSPI200,2026-05-22,026960,KOSPI,동서,필수소비재,음·식료품 및 담배 도매업,0.00043781417217722335,77,2607155000000.0,manual_csv,csv_name=동서
KOSPI200,2026-05-22,006040,KOSPI,동원산업,금융,기타 금융업,0.00027796788256322005,78,1655280712500.0,manual_csv,csv_name=동원산업
KOSPI200,2026-05-22,014820,KOSPI,동원시스템즈,소재,플라스틱제품 제조업,0.00011513875513932207,79,685643819300.0,manual_csv,csv_name=동원시스템즈
KOSPI200,2026-05-22,000150,KOSPI,두산,금융,기타 금융업,0.004332000019402367,80,25796779155000.0,manual_csv,csv_name=두산
KOSPI200,2026-05-22,454910,KOSPI,두산로보틱스,산업재,특수 목적용 기계 제조업,0.0011603501469074256,81,6909809868000.0,manual_csv,csv_name=두산로보틱스
KOSPI200,2026-05-22,241560,KOSPI,두산밥캣,산업재,특수 목적용 기계 제조업,0.0011074675229261431,82,6594897272000.0,manual_csv,csv_name=두산밥캣
KOSPI200,2026-05-22,034020,KOSPI,두산에너빌리티,산업재,일반 목적용 기계 제조업,0.012004601591282835,83,71486623893600.0,manual_csv,csv_name=두산에너빌리티
KOSPI200,2026-05-22,023530,KOSPI,롯데쇼핑,필수소비재,종합 소매업,0.0007762271890461187,84,4622382567000.0,manual_csv,csv_name=롯데쇼핑
KOSPI200,2026-05-22,280360,KOSPI,롯데웰푸드,필수소비재,기타 식품 제조업,0.00018795774790534726,85,1119276198400.0,manual_csv,csv_name=롯데웰푸드
KOSPI200,2026-05-22,004000,KOSPI,롯데정밀화학,소재,기초 화학물질 제조업,0.00023395720802073816,86,1393200000000.0,manual_csv,csv_name=롯데정밀화학
KOSPI200,2026-05-22,004990,KOSPI,롯데지주,금융,기타 금융업,0.0004543914338987219,87,2705871518400.0,manual_csv,csv_name=롯데지주
KOSPI200,2026-05-22,005300,KOSPI,롯데칠성음료,필수소비재,비알코올음료 및 얼음 제조업,0.00017716550818203388,88,1055009110800.0,manual_csv,csv_name=롯데칠성
KOSPI200,2026-05-22,011170,KOSPI,롯데케미칼,소재,기초 화학물질 제조업,0.0005954862899339181,89,3546082235100.0,manual_csv,csv_name=롯데케미칼
KOSPI200,2026-05-22,138040,KOSPI,메리츠금융지주,금융,기타 금융업,0.003068769310290911,90,18274322211600.0,manual_csv,csv_name=메리츠금융지주
KOSPI200,2026-05-22,006800,KOSPI,미래에셋증권,금융,금융 지원 서비스업,0.006342766712484274,91,37770764400000.0,manual_csv,csv_name=미래에셋증권
KOSPI200,2026-05-22,081660,KOSPI,미스토홀딩스,필수소비재,생활용품 도매업,0.0003468169722098462,92,2065272576000.0,manual_csv,csv_name=미스토홀딩스
KOSPI200,2026-05-22,002840,KOSPI,미원상사,소재,기타 화학제품 제조업,0.00010130253067650753,93,603250000000.0,manual_csv,csv_name=미원상사
KOSPI200,2026-05-22,268280,KOSPI,미원에스씨,소재,기초 화학물질 제조업,8.849802514135013e-05,94,527000000000.0,manual_csv,csv_name=미원에스씨
KOSPI200,2026-05-22,062040,KOSPI,산일전기,산업재,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",0.0014524050081674094,95,8648977625000.0,manual_csv,csv_name=산일전기
